Policy_ID,Age,Gender,Location,Insurance_Type,Coverage_Amount,Premium,Deductible,Risk_Factor,Claims_Count,Total_Claim_Cost,Claim_Reason,Customer_Feedback_Score,Policy_Start_Date,Last_Claim_Date
957,51,Male,Urban,Home,399013.18,1562.99,206.31,0.28,2,25211.12,Accident,7,2018-12-02 07:16:56,2015-12-23 20:21:42
958,22,Male,Rural,Automotive,454087.5,518.71,707.2,0.11,1,2292.74,Natural Disaster,5,2020-02-28 17:01:46,2017-01-06 15:53:49
959,34,Female,Rural,Automotive,87190.61,1325.87,395.72,0.41,0,0,Accident,1,2010-06-14 05:10:16,2021-10-25 03:40:24
960,54,Female,Urban,Home,201636.59,525.02,903.24,0.14,1,9145.55,Natural Disaster,1,2021-10-13 23:01:18,2021-03-04 15:19:38
961,25,Non-Binary,Suburban,Home,299374.06,474.5,727.96,0.21,0,0,Theft,4,2022-04-17 05:05:25,2016-01-21 03:19:11
962,41,Female,Suburban,Automotive,434226.05,1556.81,407.92,0.37,1,3949.83,Natural Disaster,1,2019-10-02 01:54:38,2022-12-21 19:58:29
963,45,Male,Urban,Automotive,300194.59,1662.84,538.78,0.19,0,0,Natural Disaster,10,2010-10-23 00:47:49,2013-08-31 20:12:50
964,64,Male,Rural,Home,308367.64,1231.08,311.18,0.24,4,17033.37,Accident,4,2015-09-13 00:32:44,2019-06-04 16:45:19
965,25,Female,Rural,Life,307873.67,539.21,127.1,0.19,2,25762.15,Natural Disaster,1,2015-12-24 22:09:17,2010-12-28 05:18:40
966,40,Non-Binary,Rural,Automotive,349584.2,1573.88,158.26,0.26,1,4795.92,Accident,2,2014-10-10 21:41:09,2013-11-27 05:05:39
967,52,Non-Binary,Rural,Life,375843.33,481.96,830.6,0.19,0,0,Accident,7,2017-06-14 23:26:59,2010-05-19 11:03:55
968,48,Female,Urban,Home,358720.15,1292.65,765.61,0.31,1,3094.94,Other,2,2018-03-09 05:09:42,2018-07-11 07:20:57
969,34,Male,Rural,Life,112171.55,1547.8,699.36,0.33,0,0,Other,3,2022-11-17 00:57:20,2015-02-21 10:38:02
970,45,Male,Urban,Life,495785.34,1513.01,921.82,0.2,1,7432.75,Accident,9,2012-12-07 11:18:19,2021-08-11 15:44:38
971,65,Non-Binary,Suburban,Automotive,433410.83,1509.94,327.16,0.14,1,1516.45,Natural Disaster,9,2010-04-07 14:08:36,2011-10-25 11:13:42
972,65,Female,Suburban,Automotive,262681.01,363.85,116.25,0.15,1,7373.09,Other,1,2012-06-05 17:18:39,2020-06-09 08:15:38
973,68,Male,Rural,Life,339553.6,1833.91,923.22,0.23,1,9335.94,Theft,1,2014-01-12 07:44:33,2010-05-25 14:55:20
974,29,Non-Binary,Rural,Automotive,170281.54,1119.81,987.91,0.4,0,0,Other,1,2021-01-16 13:11:47,2016-11-12 16:15:26
975,41,Non-Binary,Rural,Life,423459.26,536.06,250.43,0.34,1,7802.41,Accident,9,2013-02-21 15:21:27,2017-02-19 07:38:33
976,32,Female,Suburban,Life,320462.08,1147.2,695.68,0.47,3,33493.94,Accident,4,2013-12-21 03:37:02,2019-12-01 13:29:30
977,57,Non-Binary,Urban,Home,168174.9,1144.54,191.13,0.17,1,4489.76,Natural Disaster,1,2021-08-21 12:06:14,2013-10-28 05:11:38
978,48,Male,Urban,Life,428375.17,1506.56,149.77,0.22,1,9929.73,Other,3,2014-04-14 06:34:55,2011-02-21 12:48:45
979,44,Non-Binary,Urban,Home,94303.78,708.46,426.39,0.4,1,7941.55,Accident,6,2022-01-16 17:49:35,2019-08-08 16:31:38
980,52,Non-Binary,Rural,Automotive,164821.01,753.75,190.54,0.26,0,0,Other,8,2013-06-01 14:22:22,2011-10-05 20:50:02
981,35,Non-Binary,Urban,Life,201838.15,432.79,200.07,0.3,3,9249.88,Other,9,2021-12-10 23:00:16,2015-04-09 04:30:59
982,53,Female,Rural,Home,105889.25,493.02,544.58,0.27,1,13751.02,Other,5,2010-04-06 10:14:19,2018-04-11 05:52:06
983,25,Male,Suburban,Home,258935.35,1011.05,576.89,0.25,0,0,Theft,8,2015-07-18 02:33:52,2014-04-04 22:54:49
984,63,Non-Binary,Urban,Home,394579.13,1213.78,454.35,0.44,3,38184.41,Natural Disaster,3,2014-10-12 02:00:48,2019-07-02 06:17:45
985,66,Female,Rural,Life,233231.73,1829.64,698.55,0.25,2,20941.84,Accident,6,2022-01-12 10:22:04,2018-07-24 12:31:39
986,55,Non-Binary,Urban,Automotive,362695.57,1498.6,988.02,0.35,0,0,Theft,5,2012-01-16 22:49:13,2022-11-02 20:52:17
987,22,Male,Suburban,Life,137314.77,1984.55,857.66,0.34,2,13611.77,Natural Disaster,6,2012-05-08 13:07:11,2014-11-05 16:33:13
988,31,Non-Binary,Urban,Automotive,422163.51,1309.08,787.75,0.13,1,4060.63,Theft,3,2014-10-31 21:57:02,2010-04-14 03:23:29
989,55,Female,Urban,Home,126719.23,1896.16,474.68,0.61,0,0,Natural Disaster,1,2016-09-02 08:48:00,2020-01-15 10:32:57
990,37,Non-Binary,Suburban,Life,365561.91,1753.43,396.86,0.12,0,0,Other,5,2015-03-24 15:38:31,2014-10-23 13:21:20
991,61,Non-Binary,Rural,Home,176715.18,347.05,614.17,0.04,4,57961.43,Accident,6,2018-08-22 15:46:50,2020-08-24 06:11:19
992,26,Non-Binary,Rural,Automotive,417689.05,1653.53,377.42,0.53,0,0,Accident,5,2011-02-20 21:20:27,2011-10-30 21:38:48
993,50,Female,Rural,Home,484088.4,679.5,252.94,0.49,2,25885.55,Theft,8,2015-03-27 22:33:22,2018-08-21 20:54:03
994,35,Non-Binary,Urban,Home,399661.71,1912.11,881.41,0.67,0,0,Natural Disaster,10,2019-11-02 07:21:04,2018-10-19 15:04:33
995,23,Non-Binary,Urban,Automotive,74283.17,503.45,208.63,0.39,1,14228.49,Other,9,2021-08-03 18:11:56,2022-02-25 19:17:15
996,54,Female,Rural,Automotive,67724.6,649.31,985.91,0.14,0,0,Natural Disaster,2,2018-08-15 19:10:03,2017-06-15 13:18:56
997,19,Female,Rural,Home,59456.96,815.72,333.46,0.4,2,14078.93,Other,10,2016-06-21 12:06:31,2018-12-29 16:27:03
998,47,Male,Urban,Automotive,470832.55,305.26,763.53,0.15,1,787.96,Theft,7,2018-02-24 00:22:52,2013-04-11 07:50:07
999,23,Female,Rural,Life,130511.94,323.26,155,0.47,2,4903.85,Natural Disaster,3,2018-02-24 07:04:57,2012-03-24 18:51:26
1000,34,Non-Binary,Rural,Life,434454.17,1385.14,822.82,0.38,1,8986.04,Theft,10,2012-06-08 06:32:22,2017-03-14 10:16:58
